jumps_resolved_static,jumps_resolved_contextual,jumps_resolved_dynamic,jumps_unresolved_static,jumps_unresolved_contextual,jumps_unresolved_dynamic,uaa_no_target,uaa_unbounded,uaa_nonsound,term_stop,term_timeout,term_queue_full,term_max_depth,term_subsumed,term_invalid_opcode,term_stack_underflow,term_stack_overflow,term_stack_out_of_bound,term_op_error,uaa_total
259,0,6,0,0,5,0,0,5,201,0,0,0,38,23,0,0,0,0,5
337,0,36,0,0,1,0,0,1,297,0,0,0,52,19,0,0,0,0,1
275,0,0,0,0,3,0,0,3,213,0,0,0,53,8,0,0,0,0,3
379,0,0,0,0,2,0,0,2,292,0,0,0,64,12,0,0,0,0,2
324,0,23,0,0,4,0,0,4,270,0,0,0,55,8,0,0,0,0,4
149,0,0,0,0,0,0,0,0,123,0,0,0,27,0,0,0,0,0,0
311,0,0,0,0,0,0,0,0,185,0,0,0,118,2,0,0,0,0,0
11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
224,0,0,0,0,0,0,0,0,156,0,0,0,60,0,0,0,0,0,0
618,0,0,0,0,1,0,0,1,481,0,0,0,58,20,1,0,0,0,1
220,0,0,0,0,0,0,0,0,155,0,0,0,60,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,126,0,0,0,29,0,0,0,0,0,0
72,0,7,0,0,1,0,0,1,70,0,0,0,6,1,0,0,0,0,1
250,0,13,0,0,6,0,0,6,218,0,0,0,41,6,0,0,0,0,6
222,0,0,0,0,5,0,0,5,156,0,0,0,34,35,0,0,0,0,5
234,0,0,0,0,0,0,0,0,189,0,0,0,37,2,0,0,0,0,0
154,0,0,0,0,0,0,0,0,123,0,0,0,31,0,0,0,0,0,0
288,0,0,0,0,1,0,0,1,254,0,0,0,33,1,0,0,0,0,1
257,0,41,0,0,2,0,0,2,247,0,0,0,41,13,0,0,0,0,2
182,0,0,0,0,2,0,0,2,165,0,0,0,14,3,0,0,0,0,2
832,0,0,0,0,4,0,0,4,643,0,0,0,104,69,0,0,0,0,4
489,0,0,0,0,3,0,0,3,395,0,0,0,84,3,0,0,0,0,3
566,0,0,0,0,7,0,0,7,494,0,0,0,58,7,0,0,0,0,7
372,0,0,0,0,2,0,0,2,329,0,0,0,35,4,0,0,0,2,2
559,0,0,0,0,14,0,0,14,510,0,0,0,44,8,0,0,0,0,14
198,0,29,0,0,3,0,0,3,198,0,0,0,17,10,0,0,0,0,3
71,0,2,0,0,0,0,0,0,72,0,0,0,0,2,0,0,0,0,0
238,0,0,0,0,0,0,0,0,179,0,0,0,53,0,0,0,0,0,0
493,0,0,0,0,6,0,0,6,454,0,0,0,39,6,0,0,0,0,6
234,0,0,0,0,0,0,0,0,189,0,0,0,37,2,0,0,0,0,0
482,0,12,0,0,5,0,0,5,369,0,0,0,98,29,0,0,0,0,5
578,0,0,0,0,6,0,0,6,512,0,0,0,55,6,0,0,0,0,6
284,0,0,0,0,11,0,0,11,237,0,0,0,27,24,0,0,0,0,11
31,0,0,0,0,0,0,0,0,18,0,0,0,72,4,0,0,0,0,0
161,0,7,0,0,5,0,0,5,133,0,0,0,32,5,0,0,0,0,5
176,0,6,0,0,5,0,0,5,153,0,0,0,30,5,0,0,0,0,5
461,0,29,0,0,2,0,0,2,372,0,0,0,99,10,0,0,0,0,2
214,0,0,0,0,0,0,0,0,186,0,0,0,11,9,0,0,0,0,0
108,0,0,0,0,0,0,0,0,86,0,0,0,18,5,0,0,0,0,0
52,0,0,0,0,0,0,0,0,51,0,0,0,1,0,0,0,0,0,0
507,0,0,0,0,10,0,0,10,427,0,0,0,60,21,0,0,0,0,10
16,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0
638,0,0,0,0,4,0,0,4,419,0,0,0,134,86,0,0,0,0,4
170,0,7,0,0,1,0,0,1,148,0,0,0,12,17,0,0,0,0,1
128,0,0,0,0,0,0,0,0,128,0,0,0,1,0,0,0,0,0,0
1059,0,0,0,0,0,0,0,0,645,0,0,0,388,0,0,0,0,0,0
903,0,0,0,0,1,0,0,1,633,0,0,0,221,23,0,0,0,0,1
290,0,13,0,0,2,0,0,2,258,0,0,0,30,15,0,0,0,1,2
776,0,34,0,0,4,0,0,4,615,0,0,0,61,107,0,0,0,0,4
189,0,1,0,0,5,0,0,5,173,0,0,0,7,5,0,0,0,0,5
31,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0
168,0,11,0,0,5,0,0,5,133,0,0,0,30,18,0,0,0,0,5
729,0,25,0,0,11,0,0,11,623,0,0,0,104,20,0,0,0,0,11
74,0,0,0,0,0,0,0,0,57,0,0,0,17,0,0,0,0,0,0
209,0,0,0,0,0,0,0,0,162,0,0,0,45,0,0,0,0,0,0
344,0,0,0,0,9,0,0,9,276,0,0,0,48,18,0,0,0,0,9
400,0,0,0,0,3,0,0,3,314,0,0,0,76,3,0,0,0,0,3
1739,0,41,0,0,4,0,0,4,1160,0,0,0,379,138,0,0,0,0,4
210,0,0,0,0,0,0,0,0,153,0,0,0,48,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
875,0,0,0,0,20,0,0,20,605,0,0,0,170,106,0,0,0,0,20
155,0,0,0,0,4,0,0,4,121,0,0,0,30,6,0,0,0,0,4
146,0,0,0,0,0,0,0,0,115,0,0,0,34,16,0,0,0,0,0
873,0,8,0,0,14,0,0,14,655,0,0,0,208,19,0,0,0,0,14
293,0,0,0,0,4,0,0,4,243,0,0,0,14,40,0,0,0,0,4
85,0,0,0,0,0,0,0,0,81,0,0,0,0,5,0,0,0,0,0
144,0,0,0,0,0,0,0,0,129,0,0,0,8,0,0,0,0,0,0
1737,0,36,0,0,11,0,0,11,1069,0,0,0,475,128,0,0,0,0,11
365,0,0,0,0,4,0,0,4,300,0,0,0,44,23,0,0,0,0,4
205,0,0,0,0,0,0,0,0,158,0,0,0,42,2,0,0,0,0,0
333,0,0,0,0,4,0,0,4,260,0,0,0,68,8,0,0,0,0,4
29,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,5,0,0,5,122,0,0,0,30,7,0,0,0,0,5
46,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0,279,0,0,0,32,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
564,0,0,0,0,4,0,0,4,462,0,0,0,65,36,0,0,0,0,4
437,0,0,0,0,5,0,0,5,379,0,0,0,30,21,0,0,0,0,5
98,0,0,0,0,0,0,0,0,96,0,0,0,2,0,0,0,0,0,0
439,0,0,0,0,7,0,0,7,275,0,0,0,96,68,0,0,0,0,7
184,0,0,0,0,9,0,0,9,168,0,0,0,14,11,0,0,0,0,9
21,0,0,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0
24,0,0,0,0,0,0,0,0,22,0,0,0,0,3,0,0,0,0,0
328,0,0,0,0,7,0,0,7,258,0,0,0,42,34,0,0,0,0,7
1028,0,0,0,0,0,0,0,0,808,0,0,0,176,36,0,0,0,0,0
282,0,0,0,0,2,0,0,2,240,0,0,0,6,36,0,0,0,0,2
206,0,0,0,0,0,0,0,0,164,0,0,0,36,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,1,0,0,1,47,0,0,0,1,1,0,0,0,0,1
1498,0,36,0,0,11,0,0,11,951,0,0,0,471,12,0,0,0,1,11
113,0,7,0,0,4,0,0,4,104,0,0,0,14,4,0,0,0,0,4
206,0,0,0,0,0,0,0,0,166,0,0,0,35,2,0,0,0,0,0
703,0,0,0,0,3,0,0,3,540,0,0,0,132,20,0,0,0,0,3
126,0,7,0,0,5,0,0,5,114,0,0,0,18,5,0,0,0,0,5
566,0,0,0,0,1,0,0,1,443,0,0,0,109,1,0,0,0,0,1
834,0,0,0,0,14,0,0,14,678,0,0,0,66,98,0,0,0,0,14
105,0,0,0,0,0,0,0,0,85,0,0,0,13,5,0,0,0,0,0
144,0,0,0,0,1,0,0,1,125,0,0,0,19,1,0,0,0,0,1
213,0,0,0,0,0,0,0,0,150,0,0,0,57,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0
1108,0,0,0,0,3,0,0,3,775,0,0,0,213,66,0,0,0,0,3
687,0,0,0,0,6,0,0,6,502,0,0,0,99,81,0,0,0,0,6
233,0,0,0,0,8,0,0,8,222,0,0,0,10,8,0,0,0,0,8
387,0,0,0,0,3,0,0,3,303,0,0,0,67,3,0,0,0,0,3
372,0,0,0,0,5,0,0,5,288,0,0,0,61,9,0,0,0,0,5
228,0,24,0,0,5,0,0,5,228,0,0,0,23,5,0,0,0,0,5
325,0,0,0,0,1,0,0,1,275,0,0,0,36,5,0,0,0,0,1
123,0,0,0,0,3,0,0,3,109,0,0,0,11,5,0,0,0,0,3
466,0,0,0,0,18,0,0,18,392,0,0,0,48,8,0,0,0,0,18
170,0,0,0,0,2,0,0,2,139,0,0,0,26,2,0,0,0,0,2
843,0,25,0,0,21,0,0,21,692,0,0,0,137,45,0,0,0,0,21
122,0,0,0,0,0,0,0,0,104,0,0,0,10,0,0,0,0,0,0
76,0,0,0,0,1,0,0,1,76,0,0,0,1,1,0,0,0,0,1
1847,0,41,0,0,5,0,0,5,1359,0,0,0,471,30,0,0,0,0,5
35,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0
528,0,9,0,0,23,0,0,23,414,0,0,0,117,17,0,0,0,0,23
374,0,0,0,0,0,0,0,0,205,0,0,0,68,94,0,0,0,0,0
118,0,0,0,0,0,0,0,0,116,0,0,0,3,0,0,0,0,0,0
290,0,27,0,0,2,0,0,2,271,0,0,0,33,13,0,0,0,0,2
236,0,0,0,0,1,0,0,1,197,0,0,0,18,14,0,0,0,0,1
601,0,22,0,0,9,0,0,9,406,0,0,0,108,56,0,0,0,0,9
20,0,0,0,0,0,0,0,0,20,0,0,0,2,8,0,0,1,0,0
536,0,19,0,0,7,0,0,7,427,0,0,0,111,18,0,0,0,0,7
143,0,0,0,0,0,0,0,0,110,0,0,0,30,0,0,0,0,0,0
108,0,7,0,0,4,0,0,4,89,0,0,0,19,11,0,0,0,0,4
236,0,0,0,0,0,0,0,0,187,0,0,0,41,2,0,0,0,0,0
234,0,0,0,0,0,0,0,0,186,0,0,0,38,2,0,0,0,0,0
705,0,0,0,0,16,0,0,16,328,0,0,0,140,230,0,0,0,0,16
174,0,0,0,0,4,0,0,4,162,0,0,0,10,4,0,0,0,0,4
408,0,0,0,0,2,0,0,2,319,0,0,0,82,5,0,0,0,0,2
135,0,0,0,0,0,0,0,0,93,0,0,0,32,5,0,0,0,0,0
1534,0,0,0,0,22,0,0,22,848,0,0,0,415,224,0,0,0,0,22
302,0,0,0,0,1,0,0,1,228,0,0,0,65,3,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
246,0,0,0,0,1,0,0,1,201,0,0,0,36,3,0,0,0,0,1
169,0,0,0,0,1,0,0,1,162,0,0,0,6,1,0,0,0,0,1
154,0,0,0,0,0,0,0,0,115,0,0,0,17,19,0,0,0,0,0
239,0,0,0,0,0,0,0,0,159,0,0,0,77,0,0,0,0,0,0
492,0,0,0,0,12,0,0,12,468,0,0,0,21,8,0,0,0,0,12
155,0,0,0,0,4,0,0,4,122,0,0,0,30,6,0,0,0,0,4
109,0,0,0,0,0,0,0,0,108,0,0,0,1,1,0,0,0,0,0
2146,0,40,0,0,27,0,0,27,1243,0,0,0,652,287,0,0,0,0,27
61,0,0,0,0,2,0,0,2,52,0,0,0,8,2,0,0,0,0,2
152,0,9,0,0,5,0,0,5,134,0,0,0,18,15,0,0,0,0,5
233,0,0,0,0,1,0,0,1,184,0,0,0,42,1,0,0,0,0,1
830,0,0,0,0,4,0,0,4,586,0,0,0,197,37,0,0,0,0,4
235,0,0,0,0,6,0,0,6,198,0,0,0,21,21,0,0,0,0,6
171,0,0,0,0,2,0,0,2,155,0,0,0,16,2,0,0,0,0,2
552,0,0,0,0,6,0,0,6,336,0,0,0,95,119,0,0,0,0,6
76,0,0,0,0,1,0,0,1,76,0,0,0,1,1,0,0,0,0,1
141,0,5,0,0,0,0,0,0,126,0,0,0,14,5,0,0,0,0,0
47,0,0,0,0,0,0,0,0,40,0,0,0,7,0,0,0,0,0,0
218,0,12,0,0,0,0,0,0,185,0,0,0,10,36,0,0,0,0,0
92,0,0,0,0,0,0,0,0,68,0,0,0,23,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,153,0,0,0,32,2,0,0,0,0,0
203,0,0,0,0,0,0,0,0,157,0,0,0,42,2,0,0,0,0,0
839,0,0,0,0,10,0,0,10,601,0,0,0,130,111,0,0,0,0,10
275,0,0,0,0,1,0,0,1,202,0,0,0,36,38,0,0,0,0,1
144,0,0,0,0,1,0,0,1,119,0,0,0,12,12,0,0,0,0,1
159,0,0,0,0,1,0,0,1,142,0,0,0,17,1,0,0,0,0,1
276,0,0,0,0,2,0,0,2,200,0,0,0,36,34,0,0,0,0,2
664,0,0,0,0,18,0,0,18,541,0,0,0,97,35,0,0,0,0,18
299,0,0,0,0,2,0,0,2,259,0,0,0,38,2,0,0,0,0,2
32,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,2,0,0,2,272,0,0,0,32,9,0,0,0,0,2
90,0,0,0,0,5,0,0,5,72,0,0,0,18,5,0,0,0,0,5
686,0,9,0,0,8,0,0,8,478,0,0,0,97,117,0,0,0,0,8
206,0,14,0,0,2,0,0,2,179,0,0,0,18,23,0,0,0,1,2
236,0,0,0,0,1,0,0,1,195,0,0,0,33,1,0,0,0,0,1
192,0,0,0,0,4,0,0,4,154,0,0,0,32,6,0,0,0,0,4
235,0,0,0,0,0,0,0,0,189,0,0,0,37,2,0,0,0,0,0
592,0,39,0,0,6,0,0,6,533,0,0,0,67,7,0,0,0,0,6
459,0,0,0,0,2,0,0,2,379,0,0,0,51,20,0,0,0,0,2
504,0,0,0,0,0,0,0,0,331,0,0,0,164,0,0,0,0,0,0
156,0,0,0,0,4,0,0,4,127,0,0,0,27,6,0,0,0,0,4
547,0,0,0,0,3,0,0,3,341,0,0,0,136,44,0,0,0,0,3
572,0,0,0,0,12,0,0,12,505,0,0,0,61,13,0,0,0,0,12
153,0,0,0,0,1,0,0,1,141,0,0,0,5,4,0,0,0,0,1
421,0,0,0,0,13,0,0,13,342,0,0,0,71,16,1,0,0,0,13
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,66,0,0,0,4,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,123,0,0,0,32,0,0,0,0,0,0
262,0,0,0,0,2,0,0,2,227,0,0,0,13,13,0,0,0,0,2
616,0,31,0,0,8,0,0,8,495,0,0,0,117,24,0,0,0,0,8
91,0,0,0,0,1,0,0,1,84,0,0,0,0,8,0,0,0,0,1
222,0,0,0,0,0,0,0,0,161,0,0,0,55,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,151,0,0,0,59,0,0,0,0,0,0
71,0,0,0,0,2,0,0,2,69,0,0,0,3,2,0,0,0,0,2
216,0,7,0,0,4,0,0,4,181,0,0,0,23,17,0,0,0,0,4
226,0,0,0,0,1,0,0,1,190,0,0,0,36,1,0,0,0,0,1
69,0,0,0,0,0,0,0,0,66,0,0,0,4,0,0,0,0,0,0
189,0,0,0,0,2,0,0,2,128,0,0,0,54,3,0,0,0,0,2
72,0,0,0,0,2,0,0,2,37,0,0,0,7,30,0,0,0,0,2
373,0,0,0,0,0,0,0,0,297,0,0,0,71,2,0,0,0,0,0
1196,0,8,0,0,18,0,0,18,829,0,0,0,294,80,0,0,0,0,18
245,0,0,0,0,5,0,0,5,234,0,0,0,7,8,0,0,0,0,5
1498,0,0,0,0,26,0,0,26,957,0,0,0,367,181,0,0,0,0,26
192,0,0,0,0,3,0,0,3,141,0,0,0,25,27,0,0,0,0,3
168,0,0,0,0,4,0,0,4,111,0,0,0,53,4,0,0,0,0,4
414,0,35,0,0,6,0,0,6,311,0,0,0,88,48,0,0,0,0,6
894,0,0,0,0,1,0,0,1,631,0,0,0,212,23,0,0,0,0,1
279,0,0,0,0,0,0,0,0,216,0,0,0,47,11,0,0,0,0,0
554,0,0,0,0,10,0,0,10,253,0,0,0,202,30,0,0,0,0,10
226,0,0,0,0,1,0,0,1,177,0,0,0,44,1,0,0,0,0,1
61,0,0,0,0,2,0,0,2,52,0,0,0,9,2,0,0,0,0,2
480,0,0,0,0,7,0,0,7,420,0,0,0,46,17,0,0,0,0,7
155,0,0,0,0,1,0,0,1,145,0,0,0,1,1,0,0,0,0,1
1130,0,45,0,0,1,0,0,1,688,0,0,0,229,158,0,0,0,0,1
317,0,0,0,0,7,0,0,7,232,0,0,0,41,49,0,0,0,0,7
218,0,0,0,0,0,0,0,0,216,0,0,0,3,0,0,0,0,0,0
399,0,19,0,0,3,0,0,3,346,0,0,0,66,4,0,0,0,0,3
290,0,0,0,0,1,0,0,1,236,0,0,0,35,17,0,0,0,0,1
56,0,0,0,0,0,0,0,0,38,0,0,0,19,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,0,95,0,0,0,33,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,170,0,0,0,99,0,0,0,0,0,0
1074,0,0,0,0,3,0,0,3,872,0,0,0,155,19,0,0,0,0,3
16,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,120,0,0,0,31,2,0,0,0,0,0
269,0,20,0,0,2,0,0,2,183,0,0,0,67,29,0,0,0,0,2
190,0,2,0,0,8,0,0,8,175,0,0,0,13,8,0,0,0,0,8
205,0,0,0,0,3,0,0,3,188,0,0,0,15,3,0,0,0,0,3
689,0,14,0,0,4,0,0,4,566,0,0,0,102,16,0,0,0,0,4
152,0,0,0,0,1,0,0,1,142,0,0,0,2,8,0,0,0,0,1
377,0,0,0,0,1,0,0,1,291,0,0,0,75,7,0,0,0,0,1
328,0,0,0,0,1,0,0,1,233,0,0,0,94,1,0,0,0,0,1
92,0,0,0,0,0,0,0,0,64,0,0,0,0,28,0,0,0,0,0
741,0,0,0,0,7,0,0,7,522,0,0,0,108,107,0,0,0,0,7
8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1140,0,48,0,0,9,0,0,9,772,0,0,0,323,27,0,0,0,0,9
317,0,0,0,0,0,0,0,0,251,0,0,0,32,16,0,0,0,0,0
314,0,23,0,0,5,0,0,5,266,0,0,0,46,9,0,0,0,0,5
1007,0,10,0,0,23,0,0,23,810,0,0,0,183,23,0,0,0,0,23
105,0,0,0,0,2,0,0,2,90,0,0,0,10,2,0,0,0,0,2
34,0,0,0,0,0,0,0,0,27,0,0,0,6,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,38,0,0,0,18,0,0,0,0,0,0
128,0,0,0,0,0,0,0,0,92,0,0,0,2,34,0,0,0,0,0
174,0,0,0,0,0,0,0,0,136,0,0,0,38,0,0,0,0,0,0
287,0,0,0,0,1,0,0,1,212,0,0,0,43,32,0,0,0,0,1
324,0,0,0,0,0,0,0,0,256,0,0,0,65,2,0,0,0,0,0
161,0,0,0,0,1,0,0,1,149,0,0,0,5,7,0,0,0,0,1
1164,0,22,0,0,2,0,0,2,583,0,0,0,231,359,0,0,0,0,2
202,0,8,0,0,4,0,0,4,170,0,0,0,29,11,0,0,0,0,4
207,0,0,0,0,2,0,0,2,139,0,0,0,15,52,0,0,0,0,2
381,0,0,0,0,0,0,0,0,233,0,0,0,140,0,0,0,0,0,0
189,0,0,0,0,1,0,0,1,145,0,0,0,37,1,0,0,0,0,1
207,0,0,0,0,0,0,0,0,187,0,0,0,9,8,0,0,1,0,0
25,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,93,0,0,0,31,0,0,0,0,0,0
172,0,0,0,0,1,0,0,1,131,0,0,0,31,8,0,0,0,0,1
308,0,0,0,0,2,0,0,2,250,0,0,0,46,3,0,0,0,0,2
213,0,0,0,0,1,0,0,1,191,0,0,0,19,4,0,0,0,0,1
299,0,0,0,0,1,0,0,1,257,0,0,0,23,20,0,0,0,0,1
254,0,0,0,0,0,0,0,0,215,0,0,0,32,0,0,0,0,0,0
274,0,0,0,0,2,0,0,2,202,0,0,0,57,5,0,0,0,0,2
109,0,9,0,0,1,0,0,1,102,0,0,0,6,10,0,0,0,0,1
252,0,3,0,0,7,0,0,7,227,0,0,0,26,7,0,0,0,0,7
326,0,0,0,0,7,0,0,7,283,0,0,0,44,7,0,0,0,0,7
785,0,0,0,0,13,0,0,13,609,0,0,0,166,12,0,0,0,0,13
329,0,0,0,0,0,0,0,0,224,0,0,0,24,79,0,0,0,0,0
288,0,0,0,0,2,0,0,2,238,0,0,0,46,2,0,0,0,0,2
121,0,0,0,0,2,0,0,2,119,0,0,0,1,2,0,0,0,0,2
489,0,46,0,0,8,0,0,8,368,0,0,0,54,110,0,0,0,0,8
439,0,0,0,0,0,0,0,0,371,0,0,0,64,4,0,0,0,0,0
197,0,0,0,0,1,0,0,1,157,0,0,0,37,1,0,0,0,0,1
238,0,0,0,0,5,0,0,5,184,0,0,0,34,21,0,0,0,0,5
166,0,0,0,0,0,0,0,0,124,0,0,0,41,0,0,0,0,0,0
290,0,13,0,0,2,0,0,2,258,0,0,0,29,15,0,0,0,1,2
341,0,0,0,0,1,0,0,1,219,0,0,0,105,18,0,0,0,0,1
329,0,0,0,0,0,0,0,0,271,0,0,0,31,18,0,0,0,0,0
324,0,0,0,0,0,0,0,0,252,0,0,0,66,2,0,0,0,0,0
293,0,0,0,0,4,0,0,4,243,0,0,0,14,40,0,0,0,0,4
118,0,0,0,0,4,0,0,4,113,0,0,0,3,4,0,0,0,0,4
283,0,12,0,0,3,0,0,3,252,0,0,0,30,15,0,0,0,1,3
1758,0,38,0,0,4,0,0,4,1165,0,0,0,386,146,0,0,0,0,4
230,0,0,0,0,0,0,0,0,186,0,0,0,40,0,0,0,0,0,0
517,0,0,0,0,6,0,0,6,450,0,0,0,41,24,0,0,0,0,6
566,0,0,0,0,4,0,0,4,259,0,0,0,97,205,0,0,0,0,4
303,0,0,0,0,4,0,0,4,243,0,0,0,55,6,0,0,0,0,4
440,0,0,0,0,3,0,0,3,337,0,0,0,36,68,0,0,0,0,3
211,0,5,0,0,0,0,0,0,199,0,0,0,12,3,0,0,0,0,0
228,0,0,0,0,1,0,0,1,180,0,0,0,28,13,0,0,0,0,1
229,0,0,0,0,0,0,0,0,178,0,0,0,38,9,0,0,0,0,0
210,0,0,0,0,0,0,0,0,149,0,0,0,56,1,0,0,0,0,0
339,0,0,0,0,3,0,0,3,300,0,0,0,37,3,0,0,0,0,3
315,0,23,0,0,5,0,0,5,267,0,0,0,46,9,0,0,0,0,5
226,0,0,0,0,1,0,0,1,183,0,0,0,38,3,0,0,0,0,1
592,0,0,0,0,11,0,0,11,429,0,0,0,138,31,0,0,0,0,11
160,0,0,0,0,0,0,0,0,120,0,0,0,32,2,0,0,0,0,0
333,0,1,0,0,12,0,0,12,279,0,0,0,55,9,0,0,0,0,12
87,0,7,0,0,0,0,0,0,91,0,0,0,3,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,12,0,0,0,2,9,0,0,0,0,0
322,0,0,0,0,2,0,0,2,285,0,0,0,16,14,0,0,0,0,2
352,0,1,0,0,7,0,0,7,234,0,0,0,54,56,0,0,0,0,7
236,0,0,0,0,1,0,0,1,197,0,0,0,18,14,0,0,0,0,1
161,0,0,0,0,2,0,0,2,143,0,0,0,9,9,0,0,0,0,2
141,0,0,0,0,0,0,0,0,134,0,0,0,23,8,0,0,1,0,0
164,0,0,0,0,4,0,0,4,136,0,0,0,23,4,0,0,0,0,4
312,0,0,0,0,13,0,0,13,230,0,0,0,38,56,0,0,0,0,13
179,0,0,0,0,2,0,0,2,165,0,0,0,1,10,0,0,0,0,2
115,0,0,0,0,0,0,0,0,80,0,0,0,32,1,0,0,0,0,0
670,0,0,0,0,31,0,0,31,478,0,0,0,143,61,1,0,0,0,31
110,0,0,0,0,1,0,1,0,104,0,0,0,1,7,0,0,0,0,1
295,0,0,0,0,2,0,0,2,255,0,0,0,36,2,0,0,0,0,2
605,0,0,0,0,2,0,0,2,362,0,0,0,166,53,0,0,0,0,2
343,0,0,0,0,3,0,0,3,318,0,0,0,12,3,0,0,0,0,3
52,0,0,0,0,2,0,0,2,52,0,0,0,1,2,0,0,0,0,2
1236,0,8,0,0,33,0,0,33,945,0,0,0,272,37,0,0,0,0,33
132,0,4,0,0,1,0,0,1,121,0,0,0,12,5,0,0,0,0,1
478,0,0,0,0,4,0,0,4,361,0,0,0,67,43,0,0,0,0,4
445,0,0,0,0,5,0,0,5,307,0,0,0,64,69,0,0,0,0,5
297,0,18,0,0,6,0,0,6,282,0,0,0,22,16,0,0,0,0,6
217,0,0,0,0,0,0,0,0,149,0,0,0,62,0,0,0,0,0,0
1044,0,0,0,0,12,0,0,12,731,0,0,0,224,74,0,0,0,0,12
285,0,12,0,0,2,0,0,2,253,0,0,0,29,14,0,0,0,1,2
35,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
327,0,0,0,0,9,0,0,9,280,0,0,0,30,14,0,0,0,0,9
524,0,0,0,0,8,0,0,8,370,0,0,0,93,54,0,0,0,0,8
80,0,0,0,0,0,0,0,0,64,0,0,0,1,16,0,0,0,0,0
213,0,0,0,0,7,0,0,7,190,0,0,0,11,7,0,0,0,0,7
563,0,10,0,0,2,0,0,2,437,0,0,0,51,81,0,0,0,0,2
59,0,0,0,0,0,0,0,0,51,0,0,0,1,8,0,0,0,0,0
176,0,0,0,0,0,0,0,0,134,0,0,0,34,4,0,0,0,0,0
699,0,0,0,0,5,0,0,5,460,0,0,0,192,40,0,0,0,0,5
118,0,0,0,0,0,0,0,0,83,0,0,0,34,0,0,0,0,0,0
224,0,0,0,0,0,0,0,0,156,0,0,0,60,0,0,0,0,0,0
704,0,0,0,0,2,0,0,2,658,0,0,0,33,10,0,0,0,0,2
556,0,0,0,0,3,0,0,3,220,0,0,0,317,19,0,0,0,0,3
226,0,0,0,0,0,0,0,0,182,0,0,0,38,0,0,0,0,0,0
166,0,12,0,0,2,0,0,2,171,0,0,0,5,2,0,0,0,0,2
190,0,0,0,0,0,0,0,0,138,0,0,0,44,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
113,0,1,0,0,0,0,0,0,96,0,0,0,18,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0
736,0,0,0,0,7,0,0,7,561,0,0,0,159,10,0,0,0,0,7
644,0,0,0,0,17,0,0,17,386,0,0,0,161,104,0,0,0,0,17
221,0,15,0,0,1,0,0,1,185,0,0,0,13,38,0,0,0,0,1
330,0,0,0,0,1,0,0,1,262,0,0,0,59,3,0,0,0,0,1
665,0,0,0,0,4,0,0,4,438,0,0,0,185,28,0,0,0,0,4
903,0,0,0,0,1,0,0,1,633,0,0,0,220,23,0,0,0,0,1
22,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,1,0,0,1,78,0,0,0,0,1,0,0,0,0,1
