sample_id,status,max_ram_kb,exec_time_ms,avg_cpu_percent,failed_to_parse,exit_status,nodes,unique_blocks,edges,mccabe,density,max_out_degree,max_in_degree,avg_out_degree,avg_in_degree,branching_nodes,merge_nodes,entry_points,exit_points,islands,cycles,detected_entry,reachable_nodes,total_nodes,max_depth,orphan_nodes,is_invalid,invalid_percentage,block_count
Contract_0x54ffec767aa14814c7e531369f1b5a85cd10672f.evm,ok,120088,2030,99.01,false,0,62,62,69,9,0.0182,2,4,1.11,1.11,28,6,1,21,0,false,s_0,62,62,16,0,false,0.00,0
Contract_0x554b0236d29f8f693af8e9834ee27946a071cc89.evm,ok,230440,10710,98.97,false,0,980,375,1098,120,0.0011,2,56,1.12,1.12,197,39,1,79,0,true,s_0,980,980,100,0,false,0.00,0
Contract_0x5556d6a283fd18d71fd0c8b50d1211c5f842dbbc.evm,ok,196112,9220,98.92,false,0,710,705,762,54,0.0015,2,17,1.07,1.07,287,36,1,235,0,true,s_0,710,710,22,0,false,0.00,0
Contract_0x555d051538c7a13712f1f590fa6b4c176ca4529f.evm,ok,168796,5640,98.05,false,0,469,427,504,37,0.0023,2,9,1.07,1.07,153,22,1,118,0,true,s_0,469,469,31,0,false,0.00,0
Contract_0x55c18560a0a85a9f6e224ad466888a5647bd2ac1.evm,ok,174260,5720,99.13,false,0,524,315,544,22,0.0020,2,9,1.04,1.04,94,4,1,74,0,false,s_0,524,524,52,0,false,0.00,0
Contract_0x55d568af5cee6a69898b280b691b7e91c31f9fff.evm,ok,270484,12200,99.02,false,1,,,,,,,,,,,,,,,,,,,,,,,
Contract_0x55e3cb30ff2568c9f43c41c6b84cacced04e7c3f.evm,ok,232888,13440,98.74,false,0,1085,570,1157,74,0.0010,2,15,1.07,1.07,189,23,1,117,0,true,s_0,1085,1085,81,0,false,0.00,0
Contract_0x55f2623e8f15231a811c57761559872bae4cc960.evm,ok,141932,2800,98.93,false,0,150,150,165,17,0.0074,2,7,1.10,1.10,64,5,1,49,0,false,s_0,150,150,21,0,false,0.00,0
Contract_0x561d0d6c498a379574eAaA4a5F2532b223fFaeBF.evm,ok,123620,2440,98.77,false,0,109,106,110,3,0.0093,2,2,1.01,1.01,47,2,1,46,0,false,s_0,109,109,25,0,false,0.00,0
Contract_0x569c1d105f08f685e023bb4fc6f69957e2401df8.evm,ok,125740,2440,98.36,false,0,124,124,142,20,0.0093,2,3,1.15,1.15,50,15,1,32,0,true,s_0,124,124,22,0,false,0.00,0
Contract_0x56ab71990783442f68fb25e0b466196c7ca6bd33.evm,ok,151864,3860,98.45,false,0,285,212,290,7,0.0036,2,3,1.02,1.02,47,4,1,42,0,false,s_0,285,285,48,0,false,0.00,0
Contract_0x56c7bb2ef6357be01c5dbd8a29a4365aed559596.evm,ok,148160,3180,97.80,false,0,194,184,212,20,0.0057,2,4,1.09,1.09,73,14,1,55,0,true,s_0,194,194,25,0,false,0.00,0
Contract_0x56db0438b1341e81e4c6e62f875fc3607fd1b911.evm,ok,148452,3400,98.53,false,0,235,218,269,36,0.0049,2,4,1.14,1.14,111,31,1,77,0,true,s_0,235,235,55,0,false,0.00,0
Contract_0x57102a8c0ccf999a176a8f787606319a52a4189b.evm,ok,172132,6020,98.01,false,0,472,291,493,23,0.0022,2,8,1.04,1.04,83,7,1,62,0,false,s_0,472,472,53,0,false,0.00,0
Contract_0x576501abd98ce5472b03b7ab4f5980941db7ef37.evm,ok,279436,18010,99.11,false,0,1307,603,1628,323,0.0010,2,18,1.25,1.25,455,178,1,134,0,true,s_0,1307,1307,89,0,false,0.00,0
Contract_0x5766067108e534419ce13f05899bc3e3f4344948.evm,ok,217280,12210,98.85,false,0,929,896,1041,114,0.0012,2,20,1.12,1.12,400,42,1,288,0,true,s_0,929,929,24,0,false,0.00,0
Contract_0x576be77b1af41af31aacbf345ce7ea7e14ebd08c.evm,ok,130124,2520,99.21,false,0,111,105,125,16,0.0102,2,5,1.13,1.13,38,9,1,24,0,true,s_0,111,111,15,0,false,0.00,0
Contract_0x582679c300a5a2b63b370138a596f8a6a427278c.evm,ok,129752,2580,98.45,false,0,140,140,155,17,0.0080,2,5,1.11,1.11,59,12,1,44,0,true,s_0,140,140,23,0,false,0.00,0
Contract_0x5864c777697bf9881220328bf2f16908c9afcd7e.evm,ok,167628,5300,98.30,false,0,383,383,434,53,0.0030,2,14,1.13,1.13,165,31,1,114,0,true,s_0,383,383,43,0,false,0.00,0
Contract_0x58b942E23E1eD671413d149aFC5597D0d7202808.evm,ok,149524,3320,98.49,false,0,226,224,236,12,0.0046,2,2,1.04,1.04,85,11,1,75,0,true,s_0,226,226,31,0,false,0.00,0
Contract_0x59321ace77c8087ff8cb9f94c8384807e4fd8a3c.evm,ok,120928,2140,99.07,false,0,80,80,84,6,0.0133,2,2,1.05,1.05,31,5,1,27,0,true,s_0,80,80,14,0,false,0.00,0
Contract_0x594c87a86e86643cf3fedc7debdab10fd8ccdab2.evm,ok,121776,2110,98.10,false,0,84,84,89,7,0.0128,2,3,1.06,1.06,37,5,1,32,0,false,s_0,84,84,14,0,false,0.00,0
Contract_0x59637a3ad712406cd41cda1549be177c93330ee4.evm,ok,149320,3070,98.37,false,0,177,141,208,33,0.0067,2,5,1.18,1.18,72,15,1,41,0,false,s_0,177,177,19,0,false,0.00,0
Contract_0x59797f5768bcccae040aaaac7458fb22fa3f663d.evm,ok,97260,1380,98.55,false,0,19,19,29,12,0.0848,2,10,1.53,1.53,13,2,1,3,0,false,s_0,19,19,8,0,false,0.00,0
Contract_0x59a413b0dc16a6be63b351bf4dec73faa6850bff.evm,ok,161504,4430,98.65,false,0,331,311,374,45,0.0034,2,11,1.13,1.13,140,28,1,97,0,true,s_0,331,331,58,0,false,0.00,0
Contract_0x5Ac44ca5368698568d96437363BEcc8Cd84EF061.evm,ok,125472,2290,98.69,false,0,98,98,106,10,0.0112,2,3,1.08,1.08,38,8,1,30,0,true,s_0,98,98,20,0,false,0.00,0
Contract_0x5C0336451b65bf3a9cAF6A69D04007Efc6964E2e.evm,ok,148044,3210,98.13,false,0,169,154,184,17,0.0065,2,3,1.09,1.09,74,15,1,59,0,false,s_0,169,169,41,0,false,0.00,0
Contract_0x5F4599A9512372552d2b3AbEeB9F9095C7514576.evm,ok,175116,5550,98.02,false,0,488,488,561,75,0.0024,2,2,1.15,1.15,185,74,1,112,0,true,s_0,488,488,44,0,false,0.00,0
Contract_0x5a077C5857bf84C38477C7eB452aE9c3C35633bB.evm,ok,187196,7110,98.87,false,0,531,432,630,101,0.0022,2,9,1.19,1.19,196,68,1,97,0,true,s_0,531,531,70,0,false,0.00,0
Contract_0x5a244E7200539adC642438484AD0362ca99b838f.evm,ok,153576,3980,98.74,false,0,304,286,336,34,0.0036,2,9,1.11,1.11,112,16,1,80,0,true,s_0,304,304,45,0,false,0.00,0
Contract_0x5a86Fd48ADDB990bf06A55fa68331E751Bb19890.evm,ok,287980,22290,99.19,false,0,1159,956,1314,157,0.0010,2,34,1.13,1.13,487,61,1,332,0,true,s_0,1159,1159,94,0,false,0.00,0
Contract_0x5b1e82622dcb2d877ddd969a467802ab07855ef4.evm,ok,147176,3150,98.41,false,0,195,153,221,28,0.0058,2,10,1.13,1.13,46,10,1,20,0,false,s_0,195,195,42,0,false,0.00,0
Contract_0x5b30658dabc353214793f049133e61164c56ba77.evm,ok,115232,1840,99.46,false,0,42,42,48,8,0.0279,2,3,1.14,1.14,17,5,1,11,0,false,s_0,42,42,9,0,false,0.00,0
Contract_0x5b8c347b2ed372342532f5f7e0d97b02fb3f898b.evm,ok,128160,2680,98.51,false,0,137,123,159,24,0.0085,2,6,1.16,1.16,56,18,1,34,0,true,s_0,137,137,21,0,false,0.00,0
Contract_0x5b9f6216c4917e875177bdc54a697feee6a60d17.evm,ok,140732,3190,98.43,false,0,82,72,88,8,0.0132,2,2,1.07,1.07,26,7,1,20,0,true,s_0,82,82,29,0,false,0.00,0
Contract_0x5bFFc2900258C392FF6107f9B37cf743EB3a5E95.evm,ok,115144,1760,98.86,false,0,43,43,47,6,0.0260,2,2,1.09,1.09,19,5,1,15,0,true,s_0,43,43,23,0,false,0.00,0
Contract_0x5c3c090a8677b46da26ce86274ac399e61c64daf.evm,ok,132904,2640,98.86,false,0,133,101,153,22,0.0087,2,3,1.15,1.15,40,18,1,20,0,true,s_0,133,133,34,0,false,0.00,0
Contract_0x5c5ca8c79bf69a5449f1f621215e9cfc91189cc5.evm,ok,162120,4930,98.17,false,0,353,258,404,53,0.0033,2,4,1.14,1.14,143,43,1,92,0,true,s_0,353,353,52,0,false,0.00,0
Contract_0x5c99759f77bc7e16fcc2ae107fef9bd8b8762bc5.evm,ok,155792,4160,98.32,false,0,260,245,293,35,0.0044,2,9,1.13,1.13,84,18,1,51,0,true,s_0,260,260,19,0,false,0.00,0
Contract_0x5cb2f04e6a63f38624cfca70955eaf5f215b8f4d.evm,ok,218112,10530,98.39,false,0,852,649,1067,217,0.0015,2,40,1.25,1.25,363,79,1,148,0,true,s_0,852,852,97,0,false,0.00,0
Contract_0x5cef8c37ab75fc56cd50e17692f39ac7bc189075.evm,ok,127164,2600,98.85,false,0,131,131,153,24,0.0090,2,3,1.17,1.17,47,20,1,25,0,true,s_0,131,131,19,0,false,0.00,0
Contract_0x5d18fe86bf42a3b2ddaebdf7fd8bc0578eab71f7.evm,ok,111392,1610,98.14,false,0,30,30,30,2,0.0345,2,2,1.00,1.00,14,1,1,14,0,false,s_0,30,30,16,0,false,0.00,0
Contract_0x5d4bb541eed49d0290730b4ab332aa46bd27d888.evm,ok,157016,4130,98.31,false,0,268,241,286,20,0.0040,2,2,1.07,1.07,87,19,1,69,0,true,s_0,268,268,39,0,false,0.00,0
Contract_0x5d63846de87179ebfed8b9c512d503c07516d94d.evm,ok,127184,2640,98.86,false,0,127,119,149,24,0.0093,2,6,1.17,1.17,49,15,1,27,0,true,s_0,127,127,23,0,false,0.00,0
Contract_0x5dcc6f5dc918fc399db0cb6cf3d160ae3bfb0c2f.evm,ok,149576,3350,98.81,false,0,244,240,271,29,0.0046,2,7,1.11,1.11,100,19,1,73,0,true,s_0,244,244,30,0,false,0.00,0
Contract_0x5e156645b572dae1c3a487173fa2dfaae3a1fa22.evm,ok,136996,2760,99.28,false,0,86,86,96,12,0.0131,2,2,1.12,1.12,37,11,1,27,0,true,s_0,86,86,42,0,false,0.00,0
Contract_0x5e488b5d545731668727d826e58a9d64e097827d.evm,ok,145276,3140,98.41,false,0,200,200,206,8,0.0052,2,2,1.03,1.03,74,7,1,68,0,true,s_0,200,200,29,0,false,0.00,0
Contract_0x5e8f10d4480fe6e1e3b96d5b9eb9592e17052bb5.evm,ok,128872,2690,98.14,false,0,118,118,123,7,0.0089,2,3,1.04,1.04,46,5,1,41,0,false,s_0,118,118,16,0,false,0.00,0
Contract_0x5ea75c520bf489b33a13f42284d3ade09f550648.evm,ok,139208,2680,98.51,false,0,114,100,136,24,0.0106,2,4,1.19,1.19,53,17,1,31,0,false,s_0,114,114,27,0,false,0.00,0
Contract_0x5eda6d58a96f2994ea836e3f398f4f563ed6fb2b.evm,ok,288576,18320,99.07,false,0,1234,829,1638,406,0.0011,2,33,1.33,1.33,488,237,1,84,0,true,s_0,1234,1234,71,0,false,0.00,0
Contract_0x5facec6e543e1a4acf46f0dbe25d85e6cc48eaec.evm,ok,151844,4100,98.29,false,0,267,262,285,20,0.0040,2,3,1.07,1.07,105,17,1,87,0,true,s_0,267,267,35,0,false,0.00,0
Contract_0x603D3D9c51BA24757412aeB4cB4Fa58A35C7acDE.evm,ok,129976,2680,98.88,false,0,134,128,151,19,0.0085,2,3,1.13,1.13,52,16,1,35,0,true,s_0,134,134,22,0,false,0.00,0
Contract_0x60756c12f575a96425ad224ea926cbfbda11d05f.evm,ok,162200,5190,98.65,false,0,381,188,543,164,0.0038,2,8,1.43,1.43,218,70,1,56,0,true,s_0,381,381,39,0,false,0.00,0
Contract_0x607B80a3498F01f87b889486f4E7f82C98CF0584.evm,ok,112068,1690,98.82,false,0,46,45,48,4,0.0232,2,4,1.04,1.04,19,1,1,17,0,false,s_0,46,46,15,0,false,0.00,0
Contract_0x60c409d9135aae95d53b44fef6adf371db9260fb.evm,ok,128976,2590,98.46,false,0,117,111,138,23,0.0102,2,5,1.18,1.18,49,15,1,28,0,true,s_0,117,117,22,0,false,0.00,0
Contract_0x60dad3c9311391d9afa6637cdef7feec8e3a73cd.evm,ok,124628,2340,98.29,false,0,80,80,80,2,0.0127,2,2,1.00,1.00,34,1,1,34,0,false,s_0,80,80,16,0,false,0.00,0
Contract_0x617592b603a57B88dC4d2D9cFf180669390134bF.evm,ok,155988,4330,98.38,false,0,365,303,385,22,0.0029,2,5,1.05,1.05,115,18,1,95,0,true,s_0,365,365,33,0,false,0.00,0
Contract_0x6176A455b7F6741c84D9E3d479DebFCe0ba8443E.evm,ok,112748,2070,98.55,false,0,50,38,51,3,0.0208,2,2,1.02,1.02,8,2,1,7,0,false,s_0,50,50,31,0,false,0.00,0
Contract_0x6190a479cfafcb1637f5485366bcbce418a68a4d.evm,ok,81480,1130,99.12,false,0,6,6,6,2,0.2000,2,2,1.00,1.00,2,1,1,2,0,false,s_0,6,6,4,0,false,0.00,0
Contract_0x61CEAc48136d6782DBD83c09f51E23514D12470a.evm,ok,157996,4760,97.27,false,0,348,343,373,27,0.0031,2,4,1.07,1.07,132,22,1,107,0,true,s_0,348,348,42,0,false,0.00,0
Contract_0x6254146660259b6077f5cc1260d607d688f70bf8.evm,ok,176336,6020,99.00,false,0,437,319,497,62,0.0026,2,6,1.14,1.14,164,46,1,104,0,false,s_0,437,437,90,0,false,0.00,0
Contract_0x62ae810c2209702c1b1725c44107c413c1ab8231.evm,ok,125896,2480,98.39,false,0,139,138,154,17,0.0080,2,8,1.11,1.11,58,6,1,43,0,false,s_0,139,139,26,0,false,0.00,0
Contract_0x635c47ab07b9d6fc3a52f705d494e7c30c0323d2.evm,ok,147680,3450,97.97,false,0,258,224,302,46,0.0046,2,9,1.17,1.17,104,32,1,60,0,true,s_0,258,258,34,0,false,0.00,0
Contract_0x63c3d5c85bb42659eacc78a53b25d9b1b7a7bc8c.evm,ok,148172,3230,98.76,false,0,201,117,223,24,0.0055,2,3,1.11,1.11,45,19,1,23,0,true,s_0,201,201,97,0,false,0.00,0
Contract_0x6443589eee45dabdcf7c5ceb5e4375b6d786357d.evm,ok,107880,1510,98.01,false,0,23,23,23,2,0.0455,2,2,1.00,1.00,9,1,1,9,0,false,s_0,23,23,8,0,false,0.00,0
Contract_0x645ba5bd8ee885ff63222c5aadd9af3f0a2ff7da.evm,ok,100700,1480,97.30,false,0,24,23,25,3,0.0453,2,2,1.04,1.04,8,2,1,7,0,false,s_0,24,24,15,0,false,0.00,0
Contract_0x64e3edbcc38212ff5934d1106abb161781723531.evm,ok,218444,9300,98.82,false,0,889,255,1153,266,0.0015,2,35,1.30,1.30,315,93,1,51,0,true,s_0,889,889,88,0,false,0.00,0
Contract_0x652594082f97392a1703d80985ab575085f34a4e.evm,ok,194148,8380,98.93,false,0,559,538,599,42,0.0019,2,5,1.07,1.07,211,36,1,171,0,true,s_0,559,559,64,0,false,0.00,0
Contract_0x6569c0b45cffbf6398454988613968b820a31ad0.evm,ok,152268,3150,98.41,false,0,200,200,206,8,0.0052,2,2,1.03,1.03,74,7,1,68,0,true,s_0,200,200,29,0,false,0.00,0
Contract_0x659d82b4f4c23c40feff2e3d65e4e1c7a38e20fd.evm,ok,128056,2700,97.78,false,0,133,125,150,19,0.0085,2,3,1.13,1.13,53,15,1,36,0,true,s_0,133,133,14,0,false,0.00,0
Contract_0x6666fC23AE6C26e8500cCD55A870cD4eDe49202c.evm,ok,112404,1850,98.38,false,0,48,48,51,5,0.0226,2,2,1.06,1.06,18,4,1,15,0,false,s_0,48,48,12,0,false,0.00,0
Contract_0x66718faccc5d6bd88cdf78797f9ecdb8745dae54.evm,ok,119460,2140,98.60,false,0,78,59,80,4,0.0133,2,2,1.03,1.03,12,3,1,10,0,false,s_0,78,78,43,0,false,0.00,0
Contract_0x66c19532d396b8d062e71bf88b058543ee0fde6c.evm,ok,203220,5640,99.47,false,1,,,,,,,,,,,,,,,,,,,,,,,
Contract_0x66ca1f903a43942992c41d610e8a33a951914d33.evm,ok,122480,2190,99.09,false,0,90,89,101,13,0.0126,2,5,1.12,1.12,36,7,1,25,0,true,s_0,90,90,16,0,false,0.00,0
Contract_0x6736077ae034e16f7fafd2d5ed1358370fda1f88.evm,ok,143828,2990,98.33,false,0,151,145,169,20,0.0075,2,3,1.12,1.12,58,17,1,40,0,true,s_0,151,151,23,0,false,0.00,0
Contract_0x67575a2a66f6cdb57faad0b632f99955512a675e.evm,ok,202716,5770,98.79,false,1,,,,,,,,,,,,,,,,,,,,,,,
Contract_0x679131f591b4f369acb8cd8c51e68596806c3916.evm,ok,123336,2190,99.54,false,0,87,87,102,17,0.0136,2,5,1.17,1.17,35,9,1,20,0,true,s_0,87,87,15,0,false,0.00,0
Contract_0x67ae39a2ee91d7258a86cd901b17527e19e493b3.evm,ok,169996,5670,98.41,false,0,469,381,528,61,0.0024,2,9,1.13,1.13,180,53,1,121,0,true,s_0,469,469,39,0,false,0.00,0
Contract_0x683074eca461124eaa58ea1dc04d37505ab16b78.evm,ok,166528,4840,98.76,false,0,421,320,436,17,0.0025,2,5,1.04,1.04,83,11,1,68,0,true,s_0,421,421,81,0,false,0.00,0
Contract_0x68CE5357c20AF3490fE2b787b8dddaf1050df66A.evm,ok,128044,2510,98.41,false,0,107,99,116,11,0.0102,2,3,1.08,1.08,40,9,1,31,0,true,s_0,107,107,23,0,false,0.00,0
Contract_0x68Eb4dE507C6802D73904A18FB228C7DC2981200.evm,ok,120544,2190,98.17,false,0,77,68,78,3,0.0133,2,3,1.01,1.01,23,1,1,22,0,false,s_0,77,77,17,0,false,0.00,0
Contract_0x68b01ea94fea112c6592334dc70dadbb23468f1c.evm,ok,128344,2540,98.43,false,0,122,122,144,24,0.0098,2,3,1.18,1.18,47,20,1,25,0,true,s_0,122,122,18,0,false,0.00,0
Contract_0x6946c3a405213cb52205019a56934d9a74f7c9e2.evm,ok,112024,1730,98.27,false,0,36,36,37,3,0.0294,2,2,1.03,1.03,16,2,1,15,0,false,s_0,36,36,16,0,false,0.00,0
Contract_0x697d15d97af389a5f7922efeceab39a688a74a99.evm,ok,138464,3180,98.74,false,0,85,85,93,10,0.0130,2,2,1.09,1.09,35,9,1,27,0,true,s_0,85,85,41,0,false,0.00,0
Contract_0x69c70ef84637e7584c6b20b41ed4665806d9f85c.evm,ok,187844,5430,99.45,false,1,,,,,,,,,,,,,,,,,,,,,,,
Contract_0x69fb5f70bedc6b14a2c89fbdfbb687d9022bc441.evm,ok,194160,7250,98.76,false,0,644,351,712,70,0.0017,2,15,1.11,1.11,126,29,1,58,0,true,s_0,644,644,93,0,false,0.00,0
Contract_0x6bcbde53b9bd2487b8d42142813ac893625cb460.evm,ok,156360,4230,97.16,false,0,290,258,325,37,0.0039,2,9,1.12,1.12,87,19,1,52,0,true,s_0,290,290,22,0,false,0.00,0
Contract_0x6c00887f34c017aa1febb9e5Da8EF9d0Cb264C2F.evm,ok,130980,2720,98.53,false,0,129,123,134,7,0.0081,2,3,1.04,1.04,43,5,1,38,0,true,s_0,129,129,25,0,false,0.00,0
Contract_0x6c103d85c15107dce19f5a75fc746227e610aabd.evm,ok,142892,2960,98.65,false,0,183,183,199,18,0.0060,2,5,1.09,1.09,77,9,1,61,0,true,s_0,183,183,27,0,false,0.00,0
Contract_0x6c146d74fd212a5950e765c67bd0871c47418c7d.evm,ok,142744,3000,98.00,false,0,162,162,187,27,0.0072,2,9,1.15,1.15,61,11,1,36,0,true,s_0,162,162,14,0,false,0.00,0
Contract_0x6c2b384401f5ac765bfe6d128d785480f0ff2e71.evm,ok,129672,2590,97.30,false,0,119,103,137,20,0.0098,2,3,1.15,1.15,54,17,1,36,0,true,s_0,119,119,22,0,false,0.00,0
Contract_0x6c92065e35c77a87324f7828c2dca2e2944dce4c.evm,ok,223188,6650,99.25,false,1,,,,,,,,,,,,,,,,,,,,,,,
Contract_0x6d1d1da8145c26f37e032179e3434e293c3aea51.evm,ok,146628,2980,98.32,false,0,183,144,216,35,0.0065,2,9,1.18,1.18,67,20,1,34,0,true,s_0,183,183,30,0,false,0.00,0
Contract_0x6dd5d747ae12a1223e455e6da97e53a374e82fea.evm,ok,203240,8370,98.57,false,0,584,506,664,82,0.0020,2,18,1.14,1.14,232,55,1,152,0,true,s_0,584,584,51,0,false,0.00,0
Contract_0x6e08427f6f472342d0ce286c875956be232d6af4.evm,ok,141096,2660,98.50,false,0,150,150,162,14,0.0072,2,5,1.08,1.08,60,10,1,48,0,true,s_0,150,150,17,0,false,0.00,0
Contract_0x6e1699545fa5dfcc4ef892c95ac7e38dcf9665a4.evm,ok,146928,3130,99.04,false,0,205,142,208,5,0.0050,2,2,1.01,1.01,17,4,1,14,0,false,s_0,205,205,100,0,false,0.00,0
Contract_0x6e452121b2cecb231ab95756f2bb034d8d07f5c2.evm,ok,208692,10630,98.49,false,0,803,703,927,126,0.0014,2,10,1.15,1.15,340,92,1,216,0,true,s_0,803,803,48,0,false,0.00,0
Contract_0x6e53130ddff21e3bc963ee902005223b9a202106.evm,ok,119632,1910,98.43,false,0,54,54,55,3,0.0192,2,3,1.02,1.02,20,1,1,19,0,false,s_0,54,54,10,0,false,0.00,0
Contract_0x6e677DC4c02b9f5249888449cBF6b984fd8A5CFc.evm,ok,189524,7090,98.73,false,0,582,264,713,133,0.0021,2,6,1.23,1.23,191,118,1,60,0,true,s_0,582,582,83,0,false,0.00,0
Contract_0x6efb06cf568253a53c7511bd3c31ab28becb0192.evm,ok,154764,4160,98.56,false,0,340,245,419,81,0.0036,2,7,1.23,1.23,156,46,1,77,0,true,s_0,340,340,37,0,false,0.00,0
Contract_0x6f27e99adcaa431b5100049ad0bbfdda8b4de20b.evm,ok,127520,2450,98.78,false,0,96,96,99,5,0.0109,2,3,1.03,1.03,42,3,1,39,0,true,s_0,96,96,26,0,false,0.00,0
Contract_0x6f364f1e26c350129f3eabf9139ff1e51d569285.evm,ok,185452,6050,97.69,false,0,471,330,540,71,0.0024,2,12,1.15,1.15,197,24,1,128,0,false,s_0,471,471,100,0,false,0.00,0
Contract_0x6f9afee7645ed0f115f39a64346e7cb2cd17b26f.evm,ok,151824,3500,98.57,false,0,228,228,244,18,0.0047,2,2,1.07,1.07,87,17,1,71,0,true,s_0,228,228,26,0,false,0.00,0
Contract_0x6f9b79f6a76f4eaeecd0c9a110c7cb2dd6ce9e6b.evm,ok,160720,5140,98.44,false,0,470,467,539,71,0.0024,2,13,1.15,1.15,208,34,1,139,0,true,s_0,470,470,31,0,false,0.00,0
Contract_0x6fbb138ac2e9f780826ed10cc05211d9506d8ad9.evm,ok,135564,2910,98.63,false,0,103,98,111,10,0.0106,2,3,1.08,1.08,37,5,1,29,0,false,s_0,103,103,38,0,false,0.00,0
Contract_0x700a1d7ce704f843ec18747249852c28ce138aa7.evm,ok,160332,4730,98.31,false,0,373,334,435,64,0.0031,2,9,1.17,1.17,145,40,1,83,0,true,s_0,373,373,43,0,false,0.00,0
Contract_0x7038d3f7bebe25688b5e8b796024b54620a84384.evm,ok,126724,2420,97.93,false,0,98,98,109,13,0.0115,2,3,1.11,1.11,37,9,1,26,0,true,s_0,98,98,13,0,false,0.00,0
Contract_0x708aA4e8AaeAaD6074dD09cc4e5C52A70452eB39.evm,ok,123640,2190,98.17,false,0,85,85,99,16,0.0139,2,5,1.16,1.16,35,8,1,21,0,true,s_0,85,85,12,0,false,0.00,0
Contract_0x70e7f1ada9414640c701b49ccd78feffc8f8a571.evm,ok,143988,3220,97.20,false,0,194,184,212,20,0.0057,2,4,1.09,1.09,73,14,1,55,0,true,s_0,194,194,25,0,false,0.00,0
Contract_0x7149d21e781a891df0dd29d2abcd95380122ba45.evm,ok,145032,3050,98.36,false,0,194,184,212,20,0.0057,2,4,1.09,1.09,73,14,1,55,0,true,s_0,194,194,25,0,false,0.00,0
Contract_0x71bC1B46FaDd067E12b7D09BA3fb795Cd4BF040c.evm,ok,398784,41620,99.69,false,1,,,,,,,,,,,,,,,,,,,,,,,
Contract_0x71de0d9fea931b42297d94cac5ec915410e1da99.evm,ok,131932,2660,97.37,false,0,118,83,128,12,0.0093,2,3,1.08,1.08,26,10,1,16,0,true,s_0,118,118,98,0,false,0.00,0
Contract_0x72112ee2f2cfb1f8494e78e0c3166a77fb6a2d24.evm,ok,154272,4620,98.27,false,0,462,288,549,89,0.0026,2,18,1.19,1.19,162,51,1,75,0,true,s_0,462,462,42,0,false,0.00,0
Contract_0x7252857b10db7af06499351aaf5987ce25bd4198.evm,ok,125372,2580,97.29,false,0,99,91,114,17,0.0118,2,3,1.15,1.15,36,13,1,21,0,true,s_0,99,99,19,0,false,0.00,0
Contract_0x726a451e84db1d29e9cdb5323434c684acdce420.evm,ok,185968,6960,98.56,false,0,501,452,555,56,0.0022,2,6,1.11,1.11,186,41,1,132,0,true,s_0,501,501,71,0,false,0.00,0
Contract_0x72a40175f5f24cf3933c37c19ffe82dd1417e33c.evm,ok,157292,3670,98.37,false,0,247,237,273,28,0.0045,2,5,1.11,1.11,98,18,1,72,0,true,s_0,247,247,20,0,false,0.00,0
Contract_0x72b692ff1A154a27d9d35b396Ff94200828C46b4.evm,ok,70620,900,98.89,false,0,1,1,0,1,0.0000,0,0,0.00,0.00,0,0,1,1,0,false,s_0,1,1,0,0,false,0.00,0
Contract_0x72fb7da8037f165ebae91cab7e30ac7cd8d90c2f.evm,ok,148132,3400,98.24,false,0,230,220,251,23,0.0048,2,5,1.09,1.09,91,14,1,70,0,true,s_0,230,230,20,0,false,0.00,0
Contract_0x736AEd44debEd3C273af836409deAaF6722671b2.evm,ok,184636,7180,98.61,false,0,672,300,740,70,0.0016,2,11,1.10,1.10,111,45,1,43,0,true,s_0,672,672,100,0,false,0.00,0
Contract_0x7383757C8a2F4cbc6A21a26e1F33a0fd95e7bb77.evm,ok,129004,2640,98.48,false,0,128,125,142,16,0.0087,2,5,1.11,1.11,51,9,1,37,0,true,s_0,128,128,21,0,false,0.00,0
Contract_0x7395ac9589a03dddfcff1c928ed1afbac3d7c32b.evm,ok,124724,2260,98.67,false,0,77,73,90,15,0.0154,2,2,1.17,1.17,29,14,1,16,0,true,s_0,77,77,22,0,false,0.00,0
Contract_0x73f5022bec0e01c0859634b0c7186301c5464b46.evm,ok,212752,6050,98.68,false,1,,,,,,,,,,,,,,,,,,,,,,,
Contract_0x73f76fb521799305111d6846f03fce037a9f350d.evm,ok,128200,2600,98.46,false,0,117,111,138,23,0.0102,2,5,1.18,1.18,49,15,1,28,0,true,s_0,117,117,22,0,false,0.00,0
Contract_0x749b689079787858cf34f120a5101b00a1d7dc78.evm,ok,141960,2700,98.89,false,0,159,139,164,7,0.0065,2,3,1.03,1.03,55,5,1,50,0,false,s_0,159,159,22,0,false,0.00,0
Contract_0x74F9595874b595c7A5af9cf78AC051C2E7387173.evm,ok,243288,7290,98.63,false,1,,,,,,,,,,,,,,,,,,,,,,,
Contract_0x74ac4dcf0c5ff3199495042bc418a6be3ccec984.evm,ok,112160,1720,98.84,false,0,45,42,50,7,0.0253,2,2,1.11,1.11,13,6,1,8,0,true,s_0,45,45,24,0,false,0.00,0
Contract_0x74f17805FBDDb0a345fC05C7E6EF2c7bD1A6b53f.evm,ok,127192,2480,98.39,false,0,136,136,151,17,0.0082,2,5,1.11,1.11,55,9,1,40,0,true,s_0,136,136,25,0,false,0.00,0
