sample_id,status,max_ram_kb,exec_time_ms,avg_cpu_percent,failed_to_parse,exit_status,nodes,unique_blocks,edges,mccabe,density,max_out_degree,max_in_degree,avg_out_degree,avg_in_degree,branching_nodes,merge_nodes,entry_points,exit_points,islands,cycles,detected_entry,reachable_nodes,total_nodes,max_depth,orphan_nodes,is_invalid,invalid_percentage,block_count
Contract_0x1b80c5d3a76176c7119558a6b4b250a6421e893b.evm,ok,13064,10,0.00,false,0,129,129,140,13,0.0085,2,8,1.09,1.09,62,5,1,51,0,false,block_0x0000,129,129,18,0,false,0.00,128
Contract_0x1bE5d71F2dA660BFdee8012dDc58D024448A0A59.evm,ok,25992,40,75.00,false,0,489,489,639,152,0.0027,5,44,1.31,1.31,187,45,1,54,0,true,block_0x0000,489,489,54,0,false,0.00,1325
Contract_0x1beCC315E044E8ee8898011609E63F8259d3B124.evm,ok,15372,20,50.00,false,0,169,169,203,36,0.0071,4,12,1.20,1.20,74,21,1,42,0,true,block_0x0000,169,169,28,0,false,0.00,244
Contract_0x1c5361730f8579dfd8ac5ee1c93f4e182820f876.evm,ok,36544,40,75.00,false,0,587,587,766,181,0.0022,5,26,1.30,1.30,265,83,1,104,0,true,block_0x0000,587,587,77,0,false,0.00,1108
Contract_0x1c7e265685914927925d6e930a809e942b538db3.evm,ok,15540,10,100.00,false,0,230,230,250,22,0.0047,2,8,1.09,1.09,104,12,1,84,0,true,block_0x0000,230,230,30,0,false,0.00,229
Contract_0x1d5ad987b743eb624662fe5c62b8f6015554203a.evm,ok,13372,10,0.00,false,0,162,162,220,60,0.0084,5,26,1.36,1.36,66,20,1,27,0,true,block_0x0000,162,162,19,0,false,0.00,217
Contract_0x1d9bb9efc11ce34cb16751ab35ba5a7a0a5e1a4a.evm,ok,18944,20,50.00,false,0,298,298,332,36,0.0038,5,12,1.11,1.11,125,15,1,97,0,true,block_0x0000,298,298,33,0,false,0.00,305
Contract_0x1da73c1a17f136faf15a666b645dde92a608d809.evm,ok,14816,10,0.00,false,0,183,183,209,28,0.0063,4,9,1.14,1.14,78,15,1,55,0,true,block_0x0000,183,183,25,0,false,0.00,184
Contract_0x1dd80016e3d4ae146ee2ebb484e8edd92dacc4ce.evm,ok,14216,20,0.00,false,0,165,165,187,24,0.0069,4,6,1.13,1.13,71,14,1,51,0,true,block_0x0000,165,165,22,0,false,0.00,174
Contract_0x1e0490cD098B40e61E3370489a0333F6c9e31467.evm,ok,22900,30,33.33,false,0,359,359,430,75,0.0033,3,9,1.20,1.20,154,61,2,84,1,true,block_0x0000,359,359,36,0,false,0.00,395
Contract_0x1e51f9ba6898bcc9d63da95f5e1b483ef74b30d7.evm,ok,14408,10,0.00,false,0,137,137,166,31,0.0089,4,5,1.21,1.21,53,18,1,29,0,true,block_0x0000,137,137,16,0,false,0.00,145
Contract_0x1f702f23d315b5aaf2c66eebb5aeea5e7af275c1.evm,ok,12760,20,0.00,false,0,97,97,104,9,0.0112,2,5,1.07,1.07,47,4,1,40,0,true,block_0x0000,97,97,26,0,false,0.00,96
Contract_0x20306be1fbb05064956514aa687f6ab1bee54e7d.evm,ok,12488,10,0.00,false,0,86,86,100,16,0.0137,3,7,1.16,1.16,34,8,1,22,0,true,block_0x0000,86,86,14,0,false,0.00,116
Contract_0x203ff0b107fc842ed0fe6680c33e5f0930523af8.evm,ok,16516,20,50.00,false,0,221,221,268,49,0.0055,4,14,1.21,1.21,108,18,1,64,0,true,block_0x0000,221,221,25,0,false,0.00,235
Contract_0x20742a321f79dd6f57c1c6d5ed3faf3f7db76ea8.evm,ok,12496,0,0.00,false,0,16,16,16,2,0.0667,2,2,1.00,1.00,6,1,1,6,0,false,block_0x0000,16,16,7,0,false,0.00,16
Contract_0x208bbb6bcea22ef2011789331405347394ebaa51.evm,ok,14820,20,50.00,false,0,183,183,209,28,0.0063,4,9,1.14,1.14,78,15,1,55,0,true,block_0x0000,183,183,25,0,false,0.00,184
Contract_0x2149984f403befaa4815d31630f4021c95511c8a.evm,ok,20296,20,50.00,false,0,267,267,335,70,0.0047,5,12,1.25,1.25,113,40,1,53,0,true,block_0x0000,267,267,32,0,false,0.00,440
Contract_0x2163e182b27009517666e9d9584bc660b2e67672.evm,ok,12492,10,0.00,false,0,92,92,121,31,0.0145,4,12,1.32,1.32,36,14,1,16,0,true,block_0x0000,92,92,35,0,false,0.00,91
Contract_0x216f7bd01cb7d015566527d64bfa04933d7c696e.evm,ok,17504,20,50.00,false,0,180,180,202,24,0.0063,3,10,1.12,1.12,82,9,1,62,0,true,block_0x0000,180,180,30,0,false,0.00,596
Contract_0x219e0e991d82a58402eb522bf6eaf82807182d8f.evm,ok,23536,30,66.67,false,0,410,410,460,52,0.0027,5,17,1.12,1.12,181,16,1,143,0,true,block_0x0000,410,410,27,0,false,0.00,449
Contract_0x220f3164be02f0a89dfddf48f5cbf30c60dbd512.evm,ok,12488,10,0.00,false,0,81,81,93,14,0.0144,2,3,1.15,1.15,32,12,1,20,0,true,block_0x0000,81,81,15,0,false,0.00,80
Contract_0x2253e7dbdb23d36fa2f4b86c8dc13b9ca29510ba.evm,ok,20112,50,60.00,false,0,361,361,446,87,0.0034,5,15,1.24,1.24,167,44,1,89,0,true,block_0x0000,361,361,35,0,false,0.00,467
Contract_0x22895ba3ee81ab5f12753bd13b52858f8857d518.evm,ok,12484,10,0.00,false,0,97,97,119,24,0.0128,3,9,1.23,1.23,48,8,1,27,0,true,block_0x0000,97,97,13,0,false,0.00,96
Contract_0x22a39c2dd54b71ac884657bb3e37308abe2d02e1.evm,ok,20436,30,66.67,false,0,336,336,379,45,0.0034,4,14,1.13,1.13,145,21,1,106,0,true,block_0x0000,336,336,36,0,false,0.00,356
Contract_0x22b3dc63a74620b1caa8be9d3b50a7de461a8346.evm,ok,25952,40,75.00,false,0,536,536,685,151,0.0024,5,45,1.28,1.28,233,41,1,98,0,true,block_0x0000,536,536,25,0,false,0.00,1435
Contract_0x22d6d712482f5a10eeaad70fe09deacd3599d7a7.evm,ok,29484,50,60.00,false,0,485,485,618,135,0.0026,5,19,1.27,1.27,226,61,1,102,0,true,block_0x0000,485,485,44,0,false,0.00,803
Contract_0x22da3602ce4ae7239c37165f52a666d49b94d22b.evm,ok,12476,10,0.00,false,0,59,59,61,4,0.0178,2,3,1.03,1.03,24,2,1,22,0,false,block_0x0000,59,59,12,0,false,0.00,58
Contract_0x23433f70daf6047ded2479ad7cafc2b843fffd38.evm,ok,12496,0,0.00,false,0,19,19,26,9,0.0760,7,3,1.37,1.37,9,6,1,7,0,true,block_0x0000,19,19,12,0,false,0.00,18
Contract_0x234a049ae3f76ba5c12fb5318062ccfe20c9d388.evm,ok,13532,20,0.00,false,0,128,128,163,37,0.0100,4,9,1.27,1.27,56,18,1,26,0,true,block_0x0000,128,128,14,0,false,0.00,128
Contract_0x23f8a9d2e968f11de7dd506a0e15b3b67944276d.evm,ok,22388,30,66.67,false,0,388,388,456,70,0.0030,4,17,1.18,1.18,161,37,1,101,0,true,block_0x0000,388,388,22,0,false,0.00,443
Contract_0x24301E2Bf0333e840745AC284ba502D800b3705e.evm,ok,12484,10,0.00,false,0,70,70,75,7,0.0155,2,4,1.07,1.07,33,3,1,28,0,false,block_0x0000,70,70,17,0,false,0.00,69
Contract_0x248a0316d862f6C7945067F8bD12C035BB4A12D5.evm,ok,15932,20,50.00,false,0,213,213,242,31,0.0054,4,11,1.14,1.14,95,16,1,70,0,true,block_0x0000,213,213,27,0,false,0.00,214
Contract_0x24d6193066d21d36938dc336322c64034af202d9.evm,ok,14548,20,0.00,false,0,183,183,208,27,0.0062,4,8,1.14,1.14,77,15,1,55,0,true,block_0x0000,183,183,25,0,false,0.00,182
Contract_0x24f0bb6c9b2c3db66603fa0ec07ab0cf55cdd387.evm,ok,14708,10,100.00,false,0,161,161,188,29,0.0073,4,9,1.17,1.17,73,16,1,51,0,true,block_0x0000,161,161,32,0,false,0.00,187
Contract_0x251f752b85a9f7e1b3c42d802715b5d7a8da3165.evm,ok,14204,20,0.00,false,0,137,137,165,30,0.0089,4,16,1.20,1.20,50,10,1,27,0,true,block_0x0000,137,137,22,0,false,0.00,439
Contract_0x26f57f35a4ae934df990e7ccd9172c4c3e14f286.evm,ok,26124,40,50.00,false,0,437,437,523,88,0.0027,4,11,1.20,1.20,195,60,1,115,0,true,block_0x0000,437,437,40,0,false,0.00,533
Contract_0x27750e6D41Aef99501eBC256538c6A13a254Ea15.evm,ok,19652,40,25.00,false,0,257,257,286,31,0.0043,2,10,1.11,1.11,114,20,1,85,0,true,block_0x0000,257,257,28,0,false,0.00,256
Contract_0x277aee1ecba0034d24b9dfac5c866ff696fec087.evm,ok,13716,10,100.00,false,0,130,130,165,37,0.0098,2,8,1.27,1.27,60,23,1,25,0,true,block_0x0000,130,130,21,0,false,0.00,159
Contract_0x2867e2d426c091c07d5d32fdbd58bd8b0259b092.evm,ok,19248,30,66.67,false,0,271,271,323,54,0.0044,4,20,1.19,1.19,118,13,1,73,0,true,block_0x0000,271,271,30,0,false,0.00,1102
Contract_0x2868f8e9425a7f5cfe989026b6cabb19a01d51d6.evm,ok,12488,20,0.00,false,0,79,79,95,18,0.0154,3,6,1.20,1.20,36,11,1,21,0,true,block_0x0000,79,79,17,0,false,0.00,78
Contract_0x289a7d1d22abf90595b4f8d109e7de71f03d42d4.evm,ok,12500,20,0.00,false,0,94,94,103,11,0.0118,2,4,1.10,1.10,41,7,1,32,0,true,block_0x0000,94,94,18,0,false,0.00,93
Contract_0x28ad54a7208608d17b8d4a4a4034f254a28df85e.evm,ok,35412,70,71.43,false,0,753,753,906,155,0.0016,5,29,1.20,1.20,348,84,1,208,0,true,block_0x0000,753,753,69,0,false,0.00,937
Contract_0x293d6708ec8A40D98fB72bca6d6F755800aFc620.evm,ok,17896,20,50.00,false,0,210,210,268,60,0.0061,4,12,1.28,1.28,89,24,1,39,0,true,block_0x0000,210,210,23,0,false,0.00,920
Contract_0x2946aeb1018eb5edc1cbbd8955c809f095507a29.evm,ok,13708,10,0.00,false,0,128,128,148,22,0.0091,4,5,1.16,1.16,51,13,1,34,0,true,block_0x0000,128,128,17,0,false,0.00,128
Contract_0x296420a79fe17b72eb4749ca26d4e53602f4edef.evm,ok,14044,10,0.00,false,0,216,216,302,88,0.0065,5,34,1.40,1.40,95,15,1,18,0,true,block_0x0000,216,216,26,0,false,0.00,459
Contract_0x29af3dc52839b86b70e739fcf380c2e6561cfebf.evm,ok,14312,10,100.00,false,0,159,159,173,16,0.0069,4,5,1.09,1.09,67,6,1,56,0,true,block_0x0000,159,159,17,0,false,0.00,159
Contract_0x29d9ede1d2fac6fe3b19d6005a81540d094665a5.evm,ok,12480,10,0.00,false,0,77,77,92,17,0.0157,5,7,1.19,1.19,33,6,1,24,0,false,block_0x0000,77,77,12,0,false,0.00,76
Contract_0x29f7324836a88d04ce760e240e6cd7f0780aa255.evm,ok,12480,10,0.00,false,0,108,108,117,11,0.0101,2,8,1.08,1.08,48,4,1,39,0,true,block_0x0000,108,108,18,0,false,0.00,107
Contract_0x2a3ba5E280F70A6C4C6FE4fA7b4d09D496f3296a.evm,ok,20044,20,50.00,false,0,324,324,444,122,0.0042,5,25,1.37,1.37,143,37,1,32,0,true,block_0x0000,324,324,20,0,false,0.00,1001
Contract_0x2ac28f3ca70d10f978d253ed75e2bd725be64c21.evm,ok,14988,20,50.00,false,0,183,183,227,46,0.0068,4,20,1.24,1.24,73,18,1,39,0,true,block_0x0000,183,183,24,0,false,0.00,334
Contract_0x2af6ef584c8937fbec4a8f50ae5ed1fe6c47bdc6.evm,ok,13048,10,0.00,false,0,109,109,128,21,0.0109,2,6,1.17,1.17,48,12,1,29,0,true,block_0x0000,109,109,20,0,false,0.00,108
Contract_0x2b10e1970ba95c27c6fe3d496dd5d624a1e68d56.evm,ok,25200,30,66.67,false,0,426,426,461,37,0.0025,3,13,1.08,1.08,197,22,1,163,0,true,block_0x0000,426,426,52,0,false,0.00,464
Contract_0x2c0687c70b9d4c3defc1bb9fb66b7caf3363e893.evm,ok,14696,20,50.00,false,0,183,183,209,28,0.0063,4,9,1.14,1.14,78,15,1,55,0,true,block_0x0000,183,183,25,0,false,0.00,184
Contract_0x2c194e75ae3af869982d695a6eb332199bf1bdb2.evm,ok,12476,10,0.00,false,0,87,87,101,16,0.0135,3,4,1.16,1.16,39,12,1,26,0,false,block_0x0000,87,87,21,0,false,0.00,86
Contract_0x2d2b7929731c926f8ce373a78863080e9ad53356.evm,ok,13676,10,0.00,false,0,145,145,177,34,0.0085,3,10,1.22,1.22,68,15,1,38,0,true,block_0x0000,145,145,22,0,false,0.00,144
Contract_0x2d4e745b8120909b08406c3f1e4ad4dde2939746.evm,ok,19780,20,50.00,false,0,248,248,284,38,0.0046,4,9,1.15,1.15,106,21,1,77,0,true,block_0x0000,248,248,42,0,false,0.00,626
Contract_0x2da396dbe92dcdfa7d593300d492aede147534c5.evm,ok,12692,10,0.00,false,0,112,112,143,33,0.0115,5,9,1.28,1.28,48,15,1,22,0,true,block_0x0000,112,112,14,0,false,0.00,129
Contract_0x2da6482c770c55b23f66a6190e8bb76862419aaf.evm,ok,13136,10,0.00,false,0,132,132,161,31,0.0093,4,9,1.22,1.22,59,16,1,33,0,true,block_0x0000,132,132,20,0,false,0.00,131
Contract_0x2e43d4ba9c164c594eae38e9bcc3da6db26ad85f.evm,ok,17828,10,100.00,false,0,220,220,261,43,0.0054,4,7,1.19,1.19,92,33,1,53,0,true,block_0x0000,220,220,27,0,false,0.00,222
Contract_0x2e4d380052c2db43cbed951e511db84aaa1b3c6e.evm,ok,15652,10,100.00,false,0,195,195,242,49,0.0064,3,10,1.24,1.24,83,32,1,39,0,true,block_0x0000,195,195,25,0,false,0.00,202
Contract_0x2e61c63e045a978b51c6517c79c2592fcfbc82cd.evm,ok,28960,40,50.00,false,0,613,613,763,154,0.0020,4,18,1.24,1.24,273,56,2,141,1,true,block_0x0000,613,613,20,0,false,0.00,1033
Contract_0x2e6ec929349d0eb57fd8f699f8b8445aa6e8e43f.evm,ok,19368,30,33.33,false,0,267,267,312,47,0.0044,5,10,1.17,1.17,123,22,1,83,0,true,block_0x0000,267,267,29,0,false,0.00,395
Contract_0x2e765da7107f84d9b071bba7d3894670137f7263.evm,ok,12764,10,0.00,false,0,111,111,136,27,0.0111,3,8,1.23,1.23,47,15,1,25,0,true,block_0x0000,111,111,13,0,false,0.00,115
Contract_0x2e8c4ec3fe9e3fc78fae42af9c93a4dc88c38cb7.evm,ok,13004,20,50.00,false,0,70,70,81,13,0.0168,2,2,1.16,1.16,30,12,1,19,0,true,block_0x0000,70,70,21,0,false,0.00,159
Contract_0x2e94867c5ab030ff3dec8069ad1aac2de4d9e363.evm,ok,13540,20,0.00,false,0,104,104,121,19,0.0113,4,7,1.16,1.16,46,10,1,31,0,true,block_0x0000,104,104,21,0,false,0.00,306
Contract_0x2eb80de3ccf944083dfc50ccf3ca250368098569.evm,ok,14612,10,100.00,false,0,228,228,248,22,0.0048,2,11,1.09,1.09,101,10,1,81,0,true,block_0x0000,228,228,41,0,false,0.00,244
Contract_0x2f0b23f53734252bda2277357e97e1517d6b042a.evm,ok,12484,10,0.00,false,0,97,97,100,5,0.0107,2,3,1.03,1.03,40,2,1,37,0,false,block_0x0000,97,97,19,0,false,0.00,96
Contract_0x2fa51d35d6731eb4e0e26229f0180e2d249ea0a5.evm,ok,22180,30,33.33,false,0,363,363,445,84,0.0034,4,17,1.23,1.23,165,42,1,88,0,true,block_0x0000,363,363,26,0,false,0.00,683
Contract_0x2faec022b75f4cad97c92540f7ce587e4019e2b5.evm,ok,13276,10,0.00,false,0,134,134,152,20,0.0085,3,6,1.13,1.13,57,14,1,40,0,true,block_0x0000,134,134,34,0,false,0.00,163
Contract_0x3014ca10b91cb3d0ad85fef7a3cb95bcac9c0f79.evm,ok,12472,10,0.00,false,0,83,83,98,17,0.0144,5,5,1.18,1.18,36,9,1,25,0,true,block_0x0000,83,83,12,0,false,0.00,93
Contract_0x3030ab87085f652ae61001c1b24a51b52614fb55.evm,ok,14092,20,50.00,false,0,151,151,192,43,0.0085,5,8,1.27,1.27,62,21,1,26,0,true,block_0x0000,151,151,16,0,false,0.00,180
Contract_0x3071a55A0F7916d796B54A2d095Db85Df693d956.evm,ok,13028,10,0.00,false,0,111,111,139,30,0.0114,3,9,1.25,1.25,54,14,1,28,0,true,block_0x0000,111,111,15,0,false,0.00,110
Contract_0x3082f7838cd70ef3d2344499ff428eb42a5f5092.evm,ok,19288,20,50.00,false,0,288,288,342,56,0.0041,4,17,1.19,1.19,120,22,1,73,0,true,block_0x0000,288,288,32,0,false,0.00,665
Contract_0x31179edfd7ef37b16c7643407321466cd0b33b53.evm,ok,12468,20,0.00,false,0,109,109,137,30,0.0116,4,6,1.26,1.26,46,15,1,22,0,true,block_0x0000,109,109,15,0,false,0.00,112
Contract_0x31a458d9c6979218a2fa9630e57207fb4ccd98d9.evm,ok,15040,20,50.00,false,0,211,211,247,38,0.0056,5,10,1.17,1.17,94,11,1,63,0,true,block_0x0000,211,211,22,0,false,0.00,407
Contract_0x322b138e694f587cab2d70b99f14ddf0bab22747.evm,ok,15084,30,33.33,false,0,232,232,265,35,0.0049,2,17,1.14,1.14,99,18,1,66,0,true,block_0x0000,232,232,38,0,false,0.00,233
Contract_0x3231cb76718cdef2155fc47b5286d82e6eda273f.evm,ok,16792,20,50.00,false,0,277,277,316,41,0.0041,2,15,1.14,1.14,137,13,1,98,0,true,block_0x0000,277,277,32,0,false,0.00,276
Contract_0x331a4589516eae384ea5f557853af6af73b9534e.evm,ok,16332,10,100.00,false,0,282,282,344,64,0.0043,4,17,1.22,1.22,126,21,1,71,0,true,block_0x0000,282,282,45,0,false,0.00,336
Contract_0x333695a81c64a4c8777cb049f7f82b20ff82ccfa.evm,ok,24264,30,66.67,false,0,378,378,454,78,0.0032,4,14,1.20,1.20,165,51,1,93,0,true,block_0x0000,378,378,24,0,false,0.00,472
Contract_0x338D06bC12172c60771D27bC583C93E7b6ba7837.evm,ok,13548,40,50.00,false,0,157,157,188,33,0.0077,4,7,1.20,1.20,69,13,1,41,0,true,block_0x0000,157,157,25,0,false,0.00,160
Contract_0x33d19f9e3e3f083ec5c2425401cc53d96e79ac3a.evm,ok,15932,20,50.00,false,0,216,216,241,27,0.0052,5,6,1.12,1.12,89,12,1,70,0,true,block_0x0000,216,216,26,0,false,0.00,222
Contract_0x3438ef004ae14500d90073d00000982d70d8b300.evm,ok,12488,10,0.00,false,0,84,84,92,10,0.0132,2,3,1.10,1.10,34,7,1,26,0,true,block_0x0000,84,84,17,0,false,0.00,139
Contract_0x3480e12b6c2438e02319e34b4c23770679169190.evm,ok,12496,10,0.00,false,0,39,39,67,32,0.0452,2,30,1.72,1.72,33,2,2,5,1,false,block_0x0000,39,39,30,0,false,0.00,429
Contract_0x34CfAC646f301356fAa8B21e94227e3583Fe3F5F.evm,ok,30280,40,75.00,false,0,593,593,676,85,0.0019,4,11,1.14,1.14,257,61,1,180,0,true,block_0x0000,593,593,34,0,false,0.00,658
Contract_0x3508455f49102863ad2042e4b77f1ecb13e2e520.evm,ok,16148,20,0.00,false,0,226,226,275,51,0.0054,4,13,1.22,1.22,101,22,1,58,0,true,block_0x0000,226,226,23,0,false,0.00,252
Contract_0x351db37eb42e335a5007d3e6ac1afabb66d944c5.evm,ok,12484,0,0.00,false,0,27,27,42,19,0.0598,2,17,1.56,1.56,20,2,2,5,1,false,block_0x0000,27,27,16,0,false,0.00,142
Contract_0x3536903f897b6fa9910481b7bfc4e02e39183c4b.evm,ok,13924,20,0.00,false,0,165,165,180,17,0.0067,2,10,1.09,1.09,78,5,1,63,0,false,block_0x0000,165,165,20,0,false,0.00,164
Contract_0x3589ccED7c84060C428dfBd4BDb9903a3E418e73.evm,ok,14620,20,50.00,false,0,183,183,209,28,0.0063,4,9,1.14,1.14,78,15,1,55,0,true,block_0x0000,183,183,25,0,false,0.00,184
Contract_0x358b7cfc4bb1dd8a2d472700493832e9c54ccc30.evm,ok,16904,20,50.00,false,0,236,236,283,49,0.0051,5,13,1.20,1.20,99,20,1,61,0,true,block_0x0000,236,236,25,0,false,0.00,276
Contract_0x35a618b7844c90e19975e5697c9281421be01f6e.evm,ok,16112,20,50.00,false,0,231,231,288,59,0.0054,5,24,1.25,1.25,86,16,1,39,0,true,block_0x0000,231,231,27,0,false,0.00,454
Contract_0x35addce0274ba9104293c4cf234e43b5ae2d4ef3.evm,ok,15256,20,0.00,false,0,212,212,233,23,0.0052,5,14,1.10,1.10,89,7,1,71,0,true,block_0x0000,212,212,30,0,false,0.00,215
Contract_0x35c8c5d9bec0dcd50ce4bd929fa3bed9ed1f7c89.evm,ok,22112,30,66.67,false,0,314,314,374,62,0.0038,5,19,1.19,1.19,154,16,1,97,0,true,block_0x0000,314,314,68,0,false,0.00,331
Contract_0x35db23f13fcb523d49a06e53092ccdf22f1fd70e.evm,ok,14732,10,0.00,false,0,163,163,199,38,0.0075,4,12,1.22,1.22,67,16,1,37,0,true,block_0x0000,163,163,14,0,false,0.00,174
Contract_0x3668e5b02640dba32edb7fd6360f80f2b287640e.evm,ok,14460,20,0.00,false,0,179,179,203,26,0.0064,5,6,1.13,1.13,75,15,1,56,0,true,block_0x0000,179,179,25,0,false,0.00,181
Contract_0x36d293D15168cCdF93D1294D4a51a6d6c070f1Ff.evm,ok,12488,10,0.00,false,0,65,65,83,20,0.0200,4,7,1.28,1.28,27,11,1,11,0,true,block_0x0000,65,65,28,0,false,0.00,64
Contract_0x37012fbb2bd317e60a9b1b78eb032e1cbc681990.evm,ok,22484,30,33.33,false,0,378,378,465,89,0.0033,4,29,1.23,1.23,187,21,1,104,0,true,block_0x0000,378,378,31,0,false,0.00,668
Contract_0x371128cd849cee2e4b10f1883319e66ebf2c70b9.evm,ok,20420,30,33.33,false,0,260,260,320,62,0.0048,3,9,1.23,1.23,120,35,1,61,0,true,block_0x0000,260,260,28,0,false,0.00,260
Contract_0x372e082bc6b0575ee1411624ff18ae0df2c24a13.evm,ok,12948,10,0.00,false,0,142,142,173,33,0.0086,4,7,1.22,1.22,63,19,1,35,0,true,block_0x0000,142,142,19,0,false,0.00,144
Contract_0x37a41D9f7C94e5d13fba30c59f28cc0E803EdcE4.evm,ok,22672,30,66.67,false,0,363,363,432,71,0.0033,4,12,1.19,1.19,161,26,1,98,0,true,block_0x0000,363,363,27,0,false,0.00,372
Contract_0x387424d6647135d4da317bc89302a828f0ac0cad.evm,ok,12756,10,0.00,false,0,105,105,129,26,0.0118,4,13,1.23,1.23,39,14,1,18,0,true,block_0x0000,105,105,57,0,false,0.00,114
Contract_0x38cf1e7839b71171d236acee0bdf292232f7bc97.evm,ok,12528,10,0.00,false,0,131,131,146,17,0.0086,4,9,1.11,1.11,55,5,1,43,0,true,block_0x0000,131,131,24,0,false,0.00,157
Contract_0x3903704e832248929c06a10aaac0a12bc1234c74.evm,ok,12484,10,0.00,false,0,13,13,14,3,0.0897,2,2,1.08,1.08,5,2,1,4,0,false,block_0x0000,13,13,8,0,false,0.00,13
Contract_0x395E5461693e0bB5EC78302605030050f69e628d.evm,ok,27148,40,50.00,false,0,529,529,620,93,0.0022,4,19,1.17,1.17,224,55,1,146,0,true,block_0x0000,529,529,48,0,false,0.00,775
Contract_0x39799db6b6a81b995ffcaac61e9c337c672deb0b.evm,ok,12864,10,0.00,false,0,121,121,148,29,0.0102,5,9,1.22,1.22,54,12,1,32,0,true,block_0x0000,121,121,17,0,false,0.00,125
Contract_0x39ab32006afe65a0b4d6a9a89877c2c33ad19eb5.evm,ok,20464,30,66.67,false,0,381,381,444,65,0.0031,5,18,1.17,1.17,166,38,1,108,0,true,block_0x0000,381,381,38,0,false,0.00,397
Contract_0x3AB9c31148789570f51180a3eF7107E16c4B234c.evm,ok,21376,20,50.00,false,0,324,324,392,70,0.0037,2,15,1.21,1.21,145,54,1,77,0,true,block_0x0000,324,324,31,0,false,0.00,344
Contract_0x3D981c7E4aF097Bf34A0044F487E747DB15460Bc.evm,ok,13688,20,50.00,false,0,99,99,112,15,0.0115,3,3,1.13,1.13,43,12,1,31,0,true,block_0x0000,99,99,29,0,false,0.00,98
Contract_0x3DB94aF2808ba0C8A6C21Ee0c63E50047A6FFf87.evm,ok,29752,50,60.00,false,0,574,574,681,109,0.0021,5,27,1.19,1.19,248,62,1,152,0,true,block_0x0000,574,574,47,0,false,0.00,791
Contract_0x3F1850a7df82a50eC34ca2265Ba843d728fcf41F.evm,ok,19360,20,50.00,false,0,341,341,417,78,0.0036,3,16,1.22,1.22,163,34,1,91,0,true,block_0x0000,341,341,23,0,false,0.00,358
Contract_0x3FE210919CD8dEE241AeFC0FeDc65628FFe9495A.evm,ok,17624,20,50.00,false,0,255,255,282,29,0.0044,3,15,1.11,1.11,115,14,1,89,0,true,block_0x0000,255,255,35,0,false,0.00,254
Contract_0x3a2d9db352580eb50018fc86eae32e19070a9982.evm,ok,22168,30,66.67,false,0,539,539,724,187,0.0025,4,74,1.34,1.34,294,21,1,112,0,true,block_0x0000,539,539,34,0,false,0.00,1260
Contract_0x3a30df8820d0ffd0e2f37a256c833746c87a6816.evm,ok,28720,40,75.00,false,0,527,527,646,121,0.0023,4,24,1.23,1.23,218,65,1,111,0,true,block_0x0000,527,527,27,0,false,0.00,582
Contract_0x3a415765dB8bDA5F97583eA212FDc2ab5e939F0C.evm,ok,19116,20,50.00,false,0,314,314,360,48,0.0037,4,15,1.15,1.15,133,27,1,94,0,true,block_0x0000,314,314,31,0,false,0.00,334
Contract_0x3a93c17fc82cc33420d1809dda9fb715cc89dd37.evm,ok,23708,30,66.67,false,0,418,418,538,122,0.0031,5,20,1.29,1.29,179,54,1,68,0,true,block_0x0000,418,418,54,0,false,0.00,715
Contract_0x3a9fff453d50d4ac52a6890647b823379ba36b9e.evm,ok,26192,40,50.00,false,0,491,491,622,135,0.0026,4,15,1.27,1.27,214,76,2,92,1,true,block_0x0000,491,491,27,0,false,0.00,593
Contract_0x3af2aE62F0D3353C9F15B7fe678ccDAF2b2157C9.evm,ok,12492,10,0.00,false,0,99,99,106,9,0.0109,5,5,1.07,1.07,40,5,1,36,0,true,block_0x0000,99,99,13,0,false,0.00,98
Contract_0x3b35566bcababf9db7fbdf27148b87249b941690.evm,ok,21120,60,66.67,false,0,336,336,383,49,0.0034,4,10,1.14,1.14,135,23,1,95,0,true,block_0x0000,336,336,34,0,false,0.00,409
Contract_0x3b43cc407cc59987538924dc5e43d18f33f5e3f6.evm,ok,13412,10,0.00,false,0,157,157,188,33,0.0077,4,7,1.20,1.20,69,13,1,41,0,true,block_0x0000,157,157,25,0,false,0.00,160
Contract_0x3bcdcce9b65c3af4764609c76bd3ac035d130a0c.evm,ok,12488,10,0.00,false,0,79,79,91,14,0.0148,5,8,1.15,1.15,34,4,1,26,0,false,block_0x0000,79,79,12,0,false,0.00,78
Contract_0x3bdb8b7d03ab4299250e9b7ef0c717c8a1fd3913.evm,ok,12496,10,0.00,false,0,87,87,99,14,0.0132,2,10,1.14,1.14,34,2,1,22,0,false,block_0x0000,87,87,11,0,false,0.00,86
Contract_0x3befe34ac47e7d6204470b28eeb515a69d4865d7.evm,ok,13900,10,0.00,false,0,172,172,200,30,0.0068,5,10,1.16,1.16,81,7,1,56,0,false,block_0x0000,172,172,29,0,false,0.00,185
Contract_0x3c1935ebe06ca18964a5b49b8cd55a4a71081de2.evm,ok,26672,50,60.00,false,0,348,348,405,59,0.0034,3,18,1.16,1.16,151,38,1,96,0,true,block_0x0000,348,348,48,0,false,0.00,377
