sample_id,status,max_ram_kb,exec_time_ms,avg_cpu_percent,failed_to_parse,exit_status,nodes,edges,mccabe,density,max_out_degree,max_in_degree,avg_out_degree,avg_in_degree,branching_nodes,merge_nodes,entry_points,exit_points,islands,cycles,detected_entry,reachable_nodes,total_nodes,coverage_percent,max_depth,orphan_nodes
Contract_0xcA607be163d93C06B830D535103e64BC600a21F1.evm,ok,210028,21660,99.82,false,,917,1147,232,0.0014,17,32,1.25,1.25,412,70,3,303,1,true,"""0x0""",915,917,99.78,70,1
Contract_0xcA8EFCC93bca0BD89aD9bfffD050483dD80fdf07.evm,ok,3806208,537730,65.19,false,,,,,,,,,,,,,,,,,,,,,,,
Contract_0xcC662503e43327d9793e5770A845316E312d71b9.evm,ok,73932,7630,99.74,false,,336,696,362,0.0062,14,12,2.07,2.07,126,79,3,76,2,true,"""0x0""",334,336,99.40,24,2
Contract_0xcD8bA1A10ebc14dAc49b6f235c69d3AB9e1E51a5.evm,ok,43256,1290,100.00,false,,149,177,30,0.0080,5,5,1.19,1.19,61,20,2,42,1,true,"""0x0""",145,149,97.32,17,0
Contract_0xcab939ae4bfe0153398e0b446d3674a4ec772c0d.evm,ok,41700,1680,98.81,false,,135,160,27,0.0088,5,5,1.19,1.19,56,17,2,38,1,true,"""0x0""",134,135,99.26,17,1
Contract_0xcb17e569890783e2a6a069e1d6b8ec48c56d4986.evm,ok,35432,640,98.44,false,,72,75,5,0.0147,3,3,1.04,1.04,26,3,2,24,1,false,"""0x0""",71,72,98.61,12,1
Contract_0xcb5e10e93a4281de367e3d301ad8761488cff609.evm,ok,243660,18000,99.83,false,,,,,,,,,,,,,,,,,,,,,,,
Contract_0xcbcbed289f221439198921b9fa2b1f3ee4fe46a3.evm,ok,152200,12570,99.76,false,,,,,,,,,,,,,,,,,,,,,,,
Contract_0xcc2ba2eac448d60e0f943ebe378f409cb7d1b58a.evm,ok,124552,10190,99.12,false,,479,701,224,0.0031,22,12,1.46,1.46,214,99,2,93,1,true,"""0x0""",478,479,99.79,23,1
Contract_0xcc41A21aB3F272db324182E6A71F25A2F3041bE3.evm,ok,62608,3770,99.47,false,,337,419,84,0.0037,15,14,1.24,1.24,145,40,2,104,1,true,"""0x0""",334,337,99.11,26,0
Contract_0xcc7dbc32c67246d03de824ca06bccbc6c02fe8b7.evm,ok,52896,1990,95.98,false,,347,392,47,0.0033,8,9,1.13,1.13,135,27,2,101,1,true,"""0x0""",346,347,99.71,18,1
Contract_0xcc8036a51af82fef08cb60c5cb292ce537e5f1da.evm,ok,59456,2640,99.62,false,,383,417,36,0.0029,5,5,1.09,1.09,145,28,2,117,1,true,"""0x0""",382,383,99.74,37,1
Contract_0xcc834a2d56994b90bd754e34555e39f89953e8fe.evm,ok,140108,11420,99.12,false,,378,1172,796,0.0082,35,33,3.10,3.10,140,89,9,79,2,true,"""0x0""",370,378,97.88,17,2
Contract_0xcd2036f6185911a6fc37d927b41a5d7edc239c10.evm,timeout,0,0,0.00,true,1,,,,,,,,,,,,,,,,,,,,,,
Contract_0xcd392f502ef80707e953917144eb5bd3bad5edc1.evm,ok,44276,1340,99.25,false,,215,232,19,0.0050,4,4,1.08,1.08,85,14,2,71,1,true,"""0x0""",214,215,99.53,27,1
